"filepath","label","split"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_026.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_027.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_028.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_029.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_030.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_031.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_032.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_033.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_038.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_039.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_040.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Anjou\Anjou_041.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_018.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_019.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_022.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_023.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_026.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_027.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_028.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_029.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_030.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_031.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_032.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_033.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_034.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_035.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_036.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_037.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_038.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_039.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_040.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_041.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_042.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_043.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_044.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Conference\Conference_045.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_028.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Fruit_Pear_Kaiser\Kaiser_029.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_018.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_019.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_022.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_023.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Apple-Juice\Bravo-Apple-Juice_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_015.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_016.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_017.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_018.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_019.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_020.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_021.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_022.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_023.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_024.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_025.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_026.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_027.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_028.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_029.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_030.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_031.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_Bravo-Orange-Juice\Bravo-Orange-Juice_032.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_001.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_002.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_003.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_004.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_005.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_006.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_007.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_008.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_009.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_010.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_011.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_012.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_013.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_014.jpg","not_apple","train"
"C:\USS\Repositorios Github\Deep Learning\DeepNeuralNetworkUSS-1\Projects\Supermarket\data\train\Packages_Juice_God-Morgon-Apple-Juice\God-Morgon-Apple-Juice_015.jpg","not_apple","train"
