SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.017343715,52,0,0.005554321,4500.0,6,0,0,0,2.0
1,0.9999999,26,0,0.236104029,1960.0,2,0,0,0,0.0
0,0.369981732,57,0,0.592042943,6333.0,12,0,2,0,2.0
1,0.136994044,35,0,0.021668514,78500.0,4,0,1,0,2.0
1,0.326582927,30,0,0.34895638,8000.0,12,2,0,0,0.0
0,0.0,30,0,0.0704507,6500.0,5,0,0,0,0.0
1,0.810911211,48,0,0.804020629,9500.0,9,0,2,0,2.0
0,0.152581822,38,0,0.401567875,12500.0,9,0,2,0,2.0
0,0.021918489,49,0,0.11363369,8500.0,8,0,1,0,0.0
0,0.013672123,55,0,0.243046454,6866.0,7,0,2,0,1.0
1,0.0,32,1,0.502874281,4000.0,10,0,1,0,1.0
0,0.056656686,76,0,0.219205631,5966.0,9,0,2,0,0.0
1,0.715244701,61,0,0.358997395,11130.0,17,0,1,0,0.0
0,0.966347564,59,0,0.173223791,8641.0,10,0,0,0,1.0
0,0.218751611,61,0,0.114352696,3838.0,7,0,0,0,0.0
0,0.000341458,47,0,0.194000513,11700.0,10,0,1,0,3.0
0,0.066928871,35,0,0.611050027,3637.0,5,0,1,0,2.0
0,0.785020281,29,2,0.323823458,4100.0,7,2,0,0,0.0
0,0.014747848,70,0,0.041436464,2533.0,9,0,0,0,0.0
1,0.9999999,34,1,0.59141143,3166.0,4,1,1,1,2.0
1,0.9999999,64,0,0.0,1917.0,0,0,0,0,0.0
1,0.660930795,38,0,0.39287945,1600.0,7,0,0,0,3.0
0,0.346325388,41,0,0.674322996,11188.0,18,0,4,0,3.0
1,0.9999999,63,0,0.123377332,9166.0,4,1,1,0,0.0
1,0.674584899,48,2,0.500514227,8750.0,9,0,2,0,2.0
0,0.102877568,45,0,0.601637493,7083.0,15,0,2,0,1.0
0,0.084231929,57,0,0.12478401,21412.0,8,0,2,0,3.0
1,1.677740864,37,0,33.0,5443.0,1,1,0,1,2.0
0,0.003712051,49,0,0.000545435,9166.0,4,0,0,0,0.0
0,0.03502818,71,0,27.0,5443.0,11,0,0,0,0.0
1,0.792801108,63,4,3.960044395,900.0,12,0,1,2,0.0
1,1.04745167,46,2,0.599870298,3083.0,6,3,0,0,0.0
0,0.0,29,0,0.067260498,5500.0,5,0,0,0,2.0
1,0.177802163,71,0,2.022939347,2571.0,18,0,5,0,0.0
1,0.9999999,38,2,0.704863424,1500.0,3,0,0,0,3.0
0,0.217406649,35,0,0.147968138,7406.0,9,0,1,0,3.0
0,0.81674555,49,0,0.369089626,5667.0,4,0,2,0,1.0
0,0.183054462,62,0,0.14947898,2782.0,9,0,0,0,0.0
1,0.043829711,52,2,0.279970216,2685.0,11,0,0,0,3.0
0,0.007441114,68,0,0.294487606,5405.0,15,0,1,0,0.0
1,0.064198614,55,0,0.306355511,6041.0,12,0,1,0,3.0
0,0.560877237,46,0,0.199125182,4800.0,5,0,0,0,0.0
0,0.14907859,35,0,0.373633545,6128.0,12,0,2,0,0.0
1,0.0,55,0,0.208346919,9200.0,7,0,1,0,1.0
1,0.927036482,41,0,0.057307863,2250.0,5,0,0,0,2.0
1,0.528249684,54,1,1.263549989,9261.0,21,0,6,0,0.0
0,0.505747126,23,0,0.106328465,3902.0,3,0,0,0,0.0
1,0.084312931,46,0,504.0,5443.0,4,0,1,0,0.0
0,0.061288346,78,0,0.012166489,4684.0,4,0,0,0,1.0
1,0.683186336,40,2,0.494437577,14561.0,4,3,1,0,0.0
0,0.593604264,30,0,0.291525424,2359.0,6,0,0,0,0.0
1,0.9999999,52,0,0.011244378,5335.0,2,2,0,0,1.0
1,0.493050695,42,3,2059.0,5443.0,9,0,1,1,2.0
0,0.355103548,38,0,0.400505439,9100.0,7,0,2,0,0.0
1,0.23554247,47,1,0.848860456,2500.0,11,0,2,0,3.0
0,0.074256375,49,0,0.347930414,5000.0,11,0,2,0,3.0
1,0.280771923,28,0,0.413589581,20500.0,6,0,4,0,1.0
1,0.363520384,54,0,0.35503717,3900.0,6,0,1,0,0.0
1,0.10604705,72,0,0.403798101,2000.0,9,0,0,0,0.0
0,0.087697077,67,1,1781.0,5443.0,10,0,1,0,1.0
0,0.918763839,44,0,0.214478552,10000.0,6,0,0,0,3.0
1,1.001451496,53,6,0.604779096,5816.0,9,0,1,1,0.0
1,0.32720681,59,1,4.799674267,1841.0,20,0,5,0,0.0
0,1.086388106,37,2,0.16745283,1695.0,3,1,0,0,0.0
0,0.0559986,73,0,0.087591241,6027.0,5,0,0,0,1.0
1,0.962347442,30,1,0.033784508,28000.0,6,0,0,0,2.0
1,0.9999999,59,1,0.966726619,1111.0,0,4,0,1,2.0
0,0.687504629,57,0,0.17434804,6096.0,12,0,0,0,0.0
1,0.452690992,32,0,0.261684579,4000.0,9,0,0,0,0.0
0,0.00055492,38,0,0.443413912,10134.0,19,0,2,0,1.0
1,1.014969718,41,0,0.739704118,2500.0,10,0,1,0,0.0
0,0.018660447,70,0,0.106058317,6618.0,6,0,0,0,1.0
0,0.007039437,57,0,0.4583258,5530.0,11,0,3,0,0.0
0,0.573151678,46,0,279.0,5443.0,4,0,0,0,3.0
0,0.013705335,75,0,534.0,5443.0,5,0,1,0,0.0
1,0.220370617,29,2,0.36443299,1939.0,4,0,0,1,0.0
0,0.843500261,49,0,0.443495514,11591.0,9,0,2,0,3.0
1,0.803133819,32,1,1695.0,5443.0,13,2,0,1,0.0
0,0.156922715,69,0,40.0,5443.0,1,0,0,0,0.0
1,0.0,62,1,6667.0,5443.0,14,0,4,0,0.0
0,0.163294394,52,0,0.354215262,3000.0,18,0,0,0,0.0
0,0.093004825,53,0,0.057239057,9800.0,11,0,0,0,3.0
0,0.487782139,53,0,0.26171187,17033.0,9,0,3,0,1.0
0,0.055080894,72,0,0.002670623,3369.0,2,0,0,0,0.0
1,0.443164529,23,0,0.074299635,820.0,3,0,0,0,0.0
0,0.189891828,22,0,0.102502571,2916.0,9,0,0,0,0.0
1,0.0,36,3,0.443896424,3243.0,6,0,1,1,1.0
0,0.0,73,0,0.0,1642.0,2,0,0,0,0.0
1,0.9999999,33,98,0.0,4100.0,0,98,0,98,1.0
1,0.622822884,55,0,0.783246306,9000.0,23,0,2,0,0.0
0,0.0,74,0,0.001980429,8583.0,4,0,0,0,0.0
0,0.10990594,63,0,1509.0,5443.0,3,0,1,0,0.0
0,0.300155521,41,0,0.101885544,3022.0,4,0,0,0,0.0
1,0.177817425,45,0,0.672944131,11150.0,7,0,6,0,3.0
0,0.0,43,0,0.081583683,5000.0,4,0,0,0,0.0
1,0.9999999,41,0,0.516217608,5826.0,4,0,1,1,3.0
0,0.047300632,53,0,0.198206146,6800.0,23,0,1,0,1.0
1,1.31552968,70,2,1.103354795,5901.0,12,0,7,1,0.0
0,0.22937472,49,0,0.573599523,3355.0,9,0,1,0,2.0
0,0.601734731,25,0,0.094363723,6262.0,4,0,0,0,1.0
1,0.070671977,46,1,0.278292522,6043.0,5,0,2,1,0.0
0,0.292308494,72,0,0.679722562,2450.0,12,0,1,0,0.0
1,0.855749645,46,0,0.336348532,5416.0,5,0,1,0,0.0
1,0.982806877,38,5,0.876475669,3472.0,8,2,3,3,0.0
1,0.822942643,34,1,0.36261058,11077.0,12,12,3,5,0.0
1,0.0,79,2,0.494929296,7000.0,9,0,1,0,0.0
0,0.31063026,36,0,0.644963145,3255.0,7,0,1,0,2.0
1,1.31281198,29,0,0.271469741,1734.0,3,0,0,2,0.0
0,0.001442169,28,1,0.153402537,2600.0,10,0,0,1,0.0
1,0.9999999,37,0,13.0,5443.0,0,1,0,0,0.0
1,0.929339235,54,1,0.333868952,5600.0,6,0,1,0,0.0
0,0.084292465,62,0,0.032315072,3960.0,5,0,0,0,0.0
1,0.0,44,0,0.242237888,13333.0,15,0,2,0,1.0
0,0.083446959,28,0,0.188550587,6305.0,7,0,0,0,3.0
0,0.448850178,64,0,0.214209141,10260.0,16,0,0,0,2.0
1,0.963080079,59,3,0.60169915,2000.0,4,1,0,1,0.0
1,0.592294562,57,4,1.323504634,2373.0,9,0,1,0,0.0
1,0.9999999,51,0,1024.0,5443.0,3,1,1,0,0.0
0,0.0,63,0,555.0,5443.0,4,0,1,0,0.0
0,0.263407239,60,0,2300.0,5443.0,21,0,1,0,0.0
0,0.454230942,59,0,0.472206573,10649.0,9,0,3,0,1.0
0,0.255157998,49,0,2264.0,5443.0,10,0,1,0,0.0
1,0.9999999,46,0,0.304213283,4200.0,7,0,1,1,1.0
1,0.768820786,25,1,0.569584736,1781.0,6,0,0,0,0.0
0,0.0,50,0,3569.0,5443.0,4,0,2,0,0.0
0,0.230521203,29,0,0.307023338,9083.0,15,0,3,0,0.0
1,0.317477953,45,2,0.069594035,7241.0,11,0,0,0,0.0
1,1.611295681,28,1,468.0,5443.0,3,1,0,0,0.0
0,0.237932972,41,0,0.123607275,10500.0,20,0,0,0,0.0
1,0.885852358,37,5,0.522934004,5166.0,11,1,1,0,0.0
0,0.934703348,35,0,0.311672082,4000.0,7,0,0,0,3.0
0,0.0,50,1,0.484293425,11300.0,19,0,2,0,1.0
0,0.031021813,79,0,1180.0,5443.0,4,0,1,0,0.0
1,0.246203038,26,1,0.120432085,4350.0,4,2,0,0,1.0
0,0.108536456,63,0,0.249102029,10300.0,9,0,2,0,0.0
0,0.001236871,45,0,0.148970206,5000.0,11,0,1,0,3.0
0,0.738930686,32,0,3934.0,5443.0,15,0,4,0,1.0
0,0.203007815,45,0,7140.0,5443.0,8,0,1,0,2.0
0,0.029812567,70,0,1134.0,5443.0,2,0,1,0,0.0
0,0.475975577,41,0,0.180259963,7000.0,7,0,1,0,8.0
1,0.669972277,60,6,3343.0,5443.0,26,0,1,0,0.0
0,0.033481966,27,0,0.098150782,2108.0,9,0,0,0,0.0
1,0.87543344,63,4,5732.0,5443.0,14,7,1,0,0.0
0,0.749712345,50,2,2856.0,5443.0,17,0,2,1,0.0
0,0.093543836,50,0,0.241024664,10500.0,15,0,1,0,0.0
1,0.600470035,37,0,0.151017494,2800.0,5,0,0,0,0.0
0,0.419333654,54,0,0.390716932,4588.0,18,0,2,0,1.0
1,0.552468614,68,1,0.342754299,7500.0,13,0,1,0,0.0
0,0.303078215,59,0,0.936012797,5000.0,12,0,2,0,0.0
0,0.178770531,54,0,0.008693523,24500.0,7,0,0,0,1.0
0,0.0,80,0,0.345907928,3127.0,4,0,1,0,0.0
0,0.00993799,32,0,0.158838599,8196.0,12,0,0,0,1.0
1,0.50478897,59,2,3410.0,5443.0,14,0,2,1,0.0
0,0.095340549,56,0,2779.0,5443.0,14,0,3,0,3.0
1,0.239842149,54,1,0.132178563,8601.0,27,1,0,0,1.0
0,0.239586779,31,0,0.376803314,7000.0,15,0,2,0,1.0
0,0.023329,62,0,0.420310051,5740.0,8,0,1,0,1.0
0,0.005257043,54,0,0.45703404,4200.0,15,0,2,0,0.0
1,0.029850746,42,0,685.0,5443.0,3,2,0,1,0.0
0,0.030210022,66,0,0.104854104,7333.0,15,0,1,0,1.0
0,0.042880593,61,1,0.171153391,12666.0,19,0,1,0,2.0
1,0.9999999,31,98,0.0,5443.0,0,98,0,98,0.0
1,1.3618202,49,3,1597.0,5443.0,8,0,1,1,0.0
0,0.020173328,58,0,20.0,5443.0,2,0,0,0,0.0
1,0.0,60,2,0.000384468,2600.0,4,0,0,0,0.0
0,0.011139674,28,0,0.054412028,5586.0,4,0,0,0,1.0
0,0.328400742,58,0,0.875743871,4200.0,14,0,2,0,0.0
0,0.011162278,57,0,0.00241838,9096.0,8,0,0,0,1.0
0,0.081499638,55,0,43.0,5443.0,2,0,0,0,0.0
1,0.073449802,71,1,0.127790714,7300.0,32,0,1,0,0.0
0,0.764235764,27,0,0.007199424,4166.0,1,0,0,0,0.0
1,0.0,31,0,0.476830782,4833.0,11,0,1,0,2.0
0,0.171689759,30,0,0.07651293,3750.0,5,0,0,0,0.0
1,0.120240237,43,0,0.477932212,4100.0,16,1,1,0,3.0
0,0.194292747,69,0,0.130202279,4300.0,5,0,0,0,0.0
0,1.077792221,50,1,0.679909345,7500.0,5,0,2,0,1.0
0,0.037469805,31,0,0.005712654,3500.0,3,0,0,0,0.0
1,1.174021649,42,1,0.251629726,2300.0,6,1,0,0,0.0
1,0.567795124,38,2,0.140647262,4912.0,5,0,0,0,3.0
0,0.0,55,0,0.326552795,6439.0,10,0,1,0,0.0
1,0.565717141,52,2,0.465263692,3943.0,7,0,2,0,5.0
0,0.112327916,43,3,0.200389704,9750.0,13,0,1,0,0.0
0,0.749172814,32,0,0.303904011,5583.0,7,0,0,0,0.0
1,0.904968271,48,1,0.497275595,3486.0,10,0,1,1,2.0
1,0.770547287,91,5,0.350313152,2394.0,5,1,0,3,0.0
1,0.565371222,41,2,0.833792154,2905.0,10,0,1,0,2.0
1,0.594312722,44,0,0.991716652,3500.0,9,0,1,0,1.0
0,0.4139885,33,0,0.663770514,7250.0,9,0,4,0,1.0
1,0.98185118,47,2,0.566249299,5350.0,12,0,2,0,1.0
1,0.023429246,57,1,0.284153534,10342.0,19,0,1,0,1.0
1,0.092788414,53,3,0.152582759,11750.0,27,0,1,0,0.0
0,0.519699212,66,0,0.407832278,7583.0,8,0,1,0,0.0
1,0.138749881,61,0,0.214430482,7400.0,16,1,1,0,0.0
1,0.530087303,51,0,0.55244501,5500.0,9,0,1,0,0.0
1,0.985657748,57,0,0.971565731,5415.0,15,0,1,0,0.0
1,0.98960208,48,0,0.510638298,1973.0,1,1,0,1,0.0
0,0.259310443,45,0,0.256699464,12500.0,8,0,2,0,0.0
0,0.347420344,54,0,0.28330141,11485.0,5,0,3,0,3.0
1,0.951016328,51,0,0.782,6499.0,4,6,1,0,0.0
0,0.753324668,33,0,0.339441899,2400.0,6,0,1,0,1.0
1,1.286068717,45,2,0.297283786,6000.0,12,0,0,0,1.0
0,0.040704925,38,0,0.236817177,9500.0,11,0,1,0,2.0
1,1.003164557,36,1,605.0,5443.0,5,0,0,1,0.0
1,0.754427503,64,3,0.906798818,5750.0,15,0,3,3,1.0
0,0.051090947,42,0,1064.0,5443.0,12,0,1,0,4.0
1,1.095175535,53,0,1.024675601,4700.0,5,2,3,0,0.0
0,0.500105138,76,0,0.715809118,3750.0,16,0,2,0,1.0
0,0.684961402,43,0,3578.0,5443.0,11,0,1,0,1.0
1,0.86733303,39,0,663.0,5443.0,3,0,0,1,4.0
0,0.521122418,32,0,0.212553231,5400.0,5,0,1,0,0.0
1,1.007795289,38,1,0.225884096,5400.0,6,4,0,2,0.0
1,0.9999999,24,1,0.037912673,4694.0,1,2,0,0,0.0
1,0.556387748,35,0,0.328483085,2748.0,6,0,0,0,0.0
1,0.907156121,26,0,0.254204709,2080.0,5,0,0,0,1.0
1,0.916074717,33,1,0.143781241,3400.0,5,9,0,0,1.0
0,0.0,56,0,1355.0,5443.0,5,0,1,0,0.0
1,0.373964384,26,0,4121.0,5443.0,8,0,4,0,2.0
0,0.121090207,74,0,2664.0,5443.0,3,0,1,0,1.0
1,0.332647877,39,0,4044.0,5443.0,9,0,2,0,0.0
1,1.450090744,45,3,0.065263158,1424.0,3,1,0,0,0.0
0,0.0,29,0,198.0,5443.0,3,0,0,0,0.0
1,0.811382426,27,1,0.333496094,2047.0,4,0,0,0,1.0
0,4881.0,47,0,0.203451912,18018.0,5,0,3,0,3.0
1,0.93344426,49,0,0.147322455,4350.0,3,1,0,0,0.0
0,0.513119284,45,0,0.290328896,5107.0,9,0,1,0,1.0
0,0.421593361,75,0,0.438261502,5498.0,12,0,1,0,1.0
1,1.731397459,35,0,59.0,5443.0,2,0,0,3,3.0
1,0.95802099,40,0,0.424657534,1240.0,4,0,0,0,0.0
1,0.028075563,45,0,0.317589992,7833.0,12,1,2,0,0.0
1,0.9999999,31,0,0.375423588,18000.0,5,0,4,0,2.0
0,0.942327072,63,0,0.667026444,7411.0,17,0,1,0,1.0
1,0.9999999,48,0,0.211489426,6666.0,2,1,1,1,2.0
0,0.313907444,36,0,0.087375046,2700.0,4,0,0,0,0.0
0,0.129392044,29,0,0.501573783,5400.0,6,0,2,0,0.0
1,0.415413129,53,7,0.524423963,5424.0,18,0,2,1,4.0
0,0.132447567,46,0,0.085628349,10638.0,6,0,0,0,2.0
1,0.9999999,66,2,0.050919755,3750.0,1,2,0,0,0.0
1,1.756487026,48,3,4891.0,5443.0,5,3,1,0,0.0
1,0.842078961,28,1,0.317770367,2098.0,3,0,0,0,0.0
1,0.9999999,54,0,0.035394315,9040.0,1,0,0,0,2.0
1,0.9999999,61,0,0.128990648,3100.0,2,1,0,1,0.0
1,0.779388084,64,3,490.0,5443.0,7,2,0,1,2.0
1,0.9999999,36,0,0.0,3000.0,0,0,0,0,0.0
0,0.970967264,34,2,0.231963208,3478.0,11,1,0,0,3.0
1,0.729407731,30,3,0.960929088,6500.0,13,0,2,1,1.0
0,0.123587641,49,0,0.338559814,8609.0,5,0,2,0,3.0
1,0.780747205,51,0,0.268395563,6400.0,12,0,1,0,0.0
1,0.9999999,28,2,0.207650273,1280.0,1,2,0,2,0.0
1,0.022477318,45,0,1437.0,5443.0,8,0,1,0,2.0
0,0.9999999,77,0,0.0,3717.0,0,0,0,0,0.0
0,0.0,42,0,180.0,5443.0,2,1,0,0,0.0
1,0.188929388,45,1,0.054856963,6361.0,12,1,0,0,2.0
1,1.01998002,47,2,722.0,5443.0,9,0,0,0,0.0
0,0.0739574,64,0,0.048339639,9515.0,3,0,1,0,0.0
0,0.9999999,55,1,0.204790823,2963.0,1,2,0,1,1.0
1,0.024450203,67,0,705.0,5443.0,8,0,1,0,0.0
0,0.028804176,70,0,1120.0,5443.0,6,0,1,0,0.0
1,1.00208316,60,0,0.319447751,4200.0,10,2,1,0,0.0
0,0.29679185,41,0,0.516183698,5900.0,12,0,1,0,0.0
1,0.9999999,32,0,0.136772645,5000.0,2,2,0,0,1.0
1,0.9999999,38,0,0.008509064,5405.0,2,0,0,0,0.0
0,0.115022742,50,0,0.595053282,7600.0,12,0,1,0,2.0
1,0.60928617,51,1,0.957680773,3000.0,10,0,1,0,0.0
0,0.239164898,50,0,0.299088012,9100.0,7,0,1,0,0.0
0,0.0,57,0,0.202454834,7250.0,14,0,1,0,0.0
0,0.117854419,44,0,0.441168931,3900.0,26,0,1,0,0.0
0,0.102897103,24,0,0.000999667,3000.0,1,0,0,0,0.0
1,1.232354778,37,2,0.257513445,3160.0,7,1,0,0,2.0
0,0.266451486,47,0,0.294484506,5130.0,15,0,1,0,0.0
1,0.9999999,33,1,0.165912878,4200.0,4,0,0,1,1.0
0,0.035697965,68,0,0.174159474,7762.0,9,0,1,0,0.0
1,1.165113182,29,3,0.189452637,4000.0,7,2,0,0,1.0
1,0.402840168,31,1,0.472853535,1583.0,6,0,0,1,0.0
0,0.0,75,0,402.0,5443.0,8,0,1,0,0.0
0,0.007524628,68,0,2078.0,5443.0,11,0,1,0,1.0
0,0.007399646,55,0,0.084849326,7200.0,21,0,0,0,0.0
0,0.9999999,30,0,0.021591363,2500.0,1,0,0,0,0.0
0,0.9999999,38,0,0.164964138,4600.0,3,2,0,0,0.0
1,0.9999999,44,0,0.0,4400.0,0,0,0,0,3.0
0,0.025693165,37,0,0.230708592,11416.0,14,0,3,0,1.0
1,0.9999999,42,3,0.49390122,5000.0,6,0,1,0,0.0
1,0.531766412,47,0,0.645153774,4291.0,11,0,2,0,2.0
1,1.053386979,45,3,0.86838978,3365.0,11,0,1,2,1.0
0,0.02201156,48,0,0.227141829,8333.0,5,0,1,0,6.0
1,1.153692615,62,1,448.0,5443.0,2,1,0,0,0.0
0,0.473188162,63,0,0.670599003,9832.0,18,0,4,0,0.0
1,0.595777853,39,1,0.552093899,6900.0,12,1,2,0,1.0
0,0.118997912,47,0,0.194072487,5600.0,8,0,1,0,2.0
1,0.604060914,39,0,0.147104367,3228.0,6,1,0,0,3.0
0,0.018959621,70,0,0.109270104,7000.0,13,0,0,0,0.0
0,0.009228033,81,0,0.002598246,6157.0,5,0,0,0,0.0
1,0.546308676,36,0,1.178397579,7600.0,12,0,4,0,0.0
0,0.826275976,33,0,3998.0,5443.0,5,0,1,0,0.0
1,0.0,71,1,0.141428991,3400.0,9,2,0,0,0.0
1,1.010679546,85,2,0.221926025,3000.0,10,2,0,0,0.0
0,0.143965334,55,1,0.484148036,15833.0,16,0,3,0,1.0
0,0.01169635,67,0,0.059046075,7400.0,12,0,0,0,0.0
1,0.964497041,55,0,0.202069385,6571.0,14,0,1,0,3.0
1,0.491694352,56,2,889.0,5443.0,5,3,0,1,0.0
0,0.847430514,31,0,0.419168821,5028.0,4,0,1,0,0.0
0,0.0,38,0,0.018882509,9055.0,7,0,0,0,3.0
1,0.579052342,47,0,8.666666667,521.0,5,0,1,0,0.0
0,0.158022865,53,0,1230.0,5443.0,11,0,1,0,0.0
0,0.107683789,60,0,0.435477658,5191.0,6,0,1,0,0.0
1,0.983351831,37,2,0.32223968,7000.0,5,0,3,0,1.0
1,0.894215191,42,0,0.761354582,7529.0,13,0,3,0,2.0
0,0.022211021,59,0,0.18428155,9262.0,13,0,0,0,3.0
0,0.082277878,35,0,0.149868713,4950.0,7,0,0,0,0.0
1,1.064389591,38,5,0.545038486,4806.0,11,0,2,0,0.0
0,0.025155464,77,0,0.002514142,9545.0,8,0,0,0,0.0
0,0.387879071,66,0,0.694061188,5000.0,12,0,2,0,0.0
0,0.350666031,67,0,1263.0,5443.0,10,0,1,0,1.0
1,0.015084785,39,0,0.324879652,8516.0,14,3,1,0,1.0
0,0.490780142,40,0,0.597287428,1916.0,9,0,0,0,2.0
0,0.0,41,0,0.582402933,6000.0,9,0,1,0,0.0
1,0.722951803,29,1,0.353021354,2200.0,8,0,0,0,1.0
0,0.091588374,81,0,0.004761451,10500.0,4,0,0,0,0.0
0,0.242775722,76,0,0.010235997,7033.0,1,0,0,0,0.0
1,0.9999999,39,0,0.003194888,24100.0,2,0,0,0,1.0
0,0.142530624,55,0,0.372209821,7167.0,6,0,2,0,2.0
0,0.886742172,27,2,702.0,5443.0,3,3,0,0,0.0
1,0.836383837,37,1,0.486338798,8600.0,6,0,2,0,1.0
1,1.016709427,72,0,0.862091939,1500.0,3,0,0,0,0.0
1,0.230631184,65,2,0.506279498,12500.0,15,0,3,0,0.0
0,0.010450601,62,0,742.0,5443.0,12,0,1,0,0.0
0,0.0,25,0,0.500222124,2250.0,5,0,0,0,0.0
1,0.0,24,0,0.287769784,2501.0,7,0,0,0,0.0
1,0.379124175,65,0,0.219862586,1600.0,3,0,0,0,0.0
0,0.943643683,64,1,869.5,1.0,8,0,1,0,0.0
1,0.939301902,41,3,0.169261534,7000.0,5,0,0,0,4.0
0,0.057588641,52,0,4025.0,5443.0,10,0,1,0,0.0
0,0.03859807,55,0,0.191625892,12466.0,8,0,2,0,3.0
1,0.9999999,43,4,0.857017158,2272.0,5,0,2,0,2.0
0,0.031718185,58,0,0.32859294,5976.0,10,0,1,0,0.0
1,0.137490179,35,0,0.375805097,3570.0,9,0,1,0,0.0
0,0.0,57,0,3547.0,5443.0,10,0,2,0,0.0
1,0.9999999,29,0,0.0,5443.0,0,0,0,1,0.0
0,0.087227549,88,0,0.01617321,7666.0,12,0,0,0,0.0
1,0.893687708,44,0,1340.0,5443.0,5,1,0,0,2.0
0,0.9999999,31,0,0.248629474,3100.0,2,1,0,1,3.0
1,0.9999999,36,0,0.014963298,3541.0,0,1,0,0,3.0
0,0.99140172,46,0,0.449631056,6233.0,3,0,1,0,1.0
1,0.122708716,52,0,0.433499354,5420.0,12,0,2,0,0.0
0,0.9999999,55,0,0.303953238,6500.0,3,0,2,0,0.0
0,0.25606934,67,0,0.36562873,9216.0,9,0,1,0,0.0
0,0.042122417,51,0,0.171221788,10500.0,4,0,1,0,1.0
1,0.574249405,66,0,0.268244898,12249.0,14,0,2,0,2.0
0,0.01507599,33,0,0.39228252,7333.0,15,0,2,0,0.0
1,0.854291417,80,0,0.331557923,750.0,3,0,0,0,0.0
0,0.07822259,76,1,0.226268285,6425.0,13,0,1,0,0.0
0,1.140619793,66,1,849.0,5443.0,9,2,0,2,0.0
1,0.609953211,37,4,0.660161927,4816.0,7,0,1,1,0.0
0,0.26454556,42,0,0.312364966,12033.0,11,0,2,0,2.0
0,0.025165259,73,0,1916.0,5443.0,25,0,1,0,0.0
0,0.0,32,0,4255.0,5443.0,12,0,2,0,0.0
0,0.052071134,62,0,0.770776752,1840.0,13,0,1,0,0.0
1,0.9999999,34,0,0.544151949,3000.0,4,0,2,1,2.0
0,0.312036788,51,3,0.442944632,8000.0,29,0,2,0,2.0
0,0.004519955,55,0,1927.0,5443.0,14,0,1,0,0.0
1,0.135331131,52,0,0.410757212,9983.0,17,0,5,1,3.0
1,0.9999999,46,0,0.038143924,5085.0,1,2,0,0,3.0
1,0.819911869,55,1,0.736346516,2123.0,18,0,1,0,1.0
0,0.035017356,45,0,0.226688103,11817.0,7,0,2,0,0.0
1,0.742658668,50,2,0.503640217,10850.0,8,3,2,3,3.0
1,0.9999999,32,0,0.029307039,3650.0,0,1,0,0,1.0
1,0.083758044,64,0,778.0,5443.0,15,9,0,0,2.0
1,0.021005683,41,3,3844.0,5443.0,12,0,2,0,0.0
0,0.006046333,65,0,0.002499375,4000.0,8,0,0,0,1.0
1,0.642714571,52,2,0.955113373,2160.0,2,0,1,0,0.0
0,0.733886088,39,0,0.372347985,9850.0,9,0,2,0,3.0
1,0.010889665,37,0,0.286315199,3565.0,4,0,1,0,2.0
0,0.024537465,66,0,0.219134828,9500.0,9,0,1,0,1.0
0,0.169261534,92,0,35.0,5443.0,3,0,0,0,0.0
1,0.9999999,67,0,0.12143928,2000.0,1,3,0,1,0.0
0,0.903319744,28,1,0.136099955,2240.0,8,0,0,1,0.0
0,1.037524997,75,0,0.798539023,2600.0,7,1,0,0,0.0
1,0.9999999,37,0,0.0,3000.0,0,0,0,1,0.0
1,0.9999999,49,1,0.278026035,5146.0,3,5,2,1,4.0
1,0.00757815,42,1,0.366780147,5580.0,8,0,3,1,2.0
0,0.034851613,60,0,0.001591329,23250.0,5,0,0,0,0.0
1,0.045869095,51,0,0.441133222,10200.0,15,1,2,1,2.0
1,0.863424384,51,1,897.0,5443.0,2,0,1,1,0.0
0,0.09354768,57,1,0.421326294,12500.0,12,0,4,0,0.0
1,0.336959718,37,0,0.131557036,1200.0,2,0,1,2,2.0
0,0.04466163,64,0,0.715047492,6000.0,20,0,1,0,0.0
0,0.028334133,54,0,0.286379172,13750.0,18,0,2,1,3.0
1,0.952686224,48,0,0.189889618,6250.0,5,0,0,0,0.0
0,0.0,60,0,522.0,5443.0,9,0,0,0,0.0
1,0.978120593,51,2,1.068515063,3750.0,11,0,2,1,0.0
0,0.024597116,33,0,1.172956761,4000.0,11,0,4,0,0.0
0,0.097254475,53,0,2236.0,5443.0,10,0,1,0,3.0
1,0.62728137,63,0,0.446129395,15100.0,15,0,3,0,0.0
1,0.119985456,60,0,0.225385528,5900.0,9,0,2,0,0.0
0,0.018017168,36,0,0.442282058,3750.0,4,0,1,0,1.0
0,0.394302849,31,0,0.012914093,1780.0,1,0,0,0,0.0
1,0.924204913,36,7,0.777102946,3292.0,13,0,1,0,1.0
0,0.009824352,74,0,0.045154007,6200.0,11,0,1,0,3.0
0,0.042421598,41,0,0.260855983,3200.0,14,0,1,0,1.0
0,0.361025588,47,0,0.11856696,3516.0,3,0,0,0,0.0
1,0.9999999,62,8,0.800428418,2800.0,13,2,1,3,0.0
