SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.145784132,60,3,0.225803839,12346.0,12,0,2,0,1.0
1,0.9999999,57,0,0.106182228,7100.0,1,0,1,0,2.0
1,0.971751412,63,1,0.600393701,2539.0,8,0,0,0,0.0
0,0.02741634,54,0,0.273092369,8216.0,9,0,3,0,1.0
0,0.742955298,32,0,0.212556054,6689.0,6,0,1,0,0.0
1,0.07555386,66,2,0.18083803,4080.0,10,0,0,0,0.0
1,0.62871442,46,0,0.96383936,6000.0,15,0,2,0,0.0
1,0.96270252,54,1,0.169832155,13583.0,15,2,0,1,0.0
1,0.9999999,27,98,0.0,5443.0,0,98,0,98,0.0
0,0.088895555,55,0,0.509921551,6500.0,6,0,2,0,1.0
1,0.938658578,44,1,0.337143964,5160.0,5,1,2,0,0.0
1,0.502171498,59,0,0.495641838,2523.0,3,3,1,2,1.0
0,0.00938083,69,0,0.177455636,4000.0,8,0,0,1,1.0
0,0.399520096,50,0,0.817891374,1877.0,12,0,1,0,0.0
0,0.011927041,77,0,0.009865351,7500.0,12,0,0,0,0.0
1,0.642823213,57,2,0.509374099,10400.0,11,0,5,0,0.0
0,0.041497925,59,0,0.239945155,4375.0,12,0,1,0,1.0
0,0.00164404,49,0,0.00639872,5000.0,5,0,0,0,0.0
0,0.482797881,52,0,0.104248483,2800.0,4,0,0,0,1.0
0,0.060171297,78,0,0.011425307,3500.0,4,0,0,0,1.0
1,0.49023828,55,1,0.581003518,5400.0,21,0,2,0,1.0
0,0.0,61,0,0.13737187,11901.0,9,0,2,0,0.0
1,0.9999999,47,2,0.653738505,2500.0,2,1,1,1,0.0
1,0.199960008,41,0,0.74921451,3500.0,5,0,2,0,0.0
0,0.535233314,50,0,0.281110327,4250.0,6,0,2,0,1.0
0,0.01776038,53,0,0.142763589,4580.0,7,0,1,0,0.0
0,0.842564302,53,3,0.275072493,10000.0,7,0,1,0,1.0
0,0.192921822,56,0,0.210878759,8511.0,5,0,1,0,0.0
1,0.416507716,58,0,0.297036902,5500.0,9,0,0,0,0.0
1,0.427512008,54,2,0.715883669,4916.0,12,0,1,0,0.0
0,0.9999999,34,0,0.046845721,1600.0,1,0,0,0,0.0
1,0.86151618,47,2,0.832653423,11275.0,19,0,7,0,1.0
1,0.9999999,28,0,0.0,900.0,0,0,0,0,3.0
0,0.037845572,53,0,0.682432432,1775.0,8,0,1,0,1.0
1,0.14114514,33,1,0.413917217,5000.0,8,0,2,3,2.0
0,0.071383395,68,0,0.05615942,2207.0,5,0,0,0,0.0
0,0.206605648,47,0,0.310709479,5200.0,6,0,1,0,2.0
0,0.9999999,68,0,0.196745562,1351.0,3,0,0,0,0.0
0,0.182718967,42,0,0.114455681,8404.0,4,0,0,0,0.0
0,0.834954126,50,0,0.544774822,5750.0,8,0,2,0,1.0
0,0.0,79,0,0.666583354,4000.0,8,0,3,0,0.0
0,0.012034068,45,0,0.324380848,9084.0,8,0,2,0,1.0
0,0.00962323,53,0,0.217309795,6400.0,10,0,2,0,1.0
0,0.0,50,0,0.523311622,5833.0,13,0,2,0,0.0
1,0.21608863,44,0,0.568799,8800.0,15,0,1,0,2.0
0,0.0,66,0,0.272976305,7300.0,4,0,1,0,0.0
1,0.823696051,55,0,0.271954674,6000.0,8,2,0,0,0.0
1,0.723383279,57,0,0.573253558,6183.0,18,0,1,0,0.0
1,0.582411278,35,0,0.557300509,2355.0,6,0,1,0,1.0
0,0.35638314,45,0,0.508621939,6900.0,7,0,2,0,0.0
1,0.967489666,34,0,0.254883864,6500.0,7,1,0,3,2.0
1,0.9999999,26,98,0.0,5443.0,0,98,0,98,0.0
1,0.055560386,43,2,0.495834722,3000.0,4,0,1,0,1.0
0,0.115705334,83,0,0.255037687,6500.0,16,0,1,0,1.0
1,0.612644579,55,0,0.263680832,6541.0,9,0,0,0,0.0
1,0.9999999,30,0,0.076863951,1300.0,3,0,0,1,0.0
0,0.2003998,72,0,0.003564004,3366.0,2,0,0,0,0.0
0,0.0,38,0,0.492607671,4666.0,2,0,1,0,0.0
0,0.416991824,46,0,0.397155114,4428.0,12,0,0,0,2.0
1,0.9999999,53,0,0.0,6495.0,0,0,0,0,0.0
1,0.9999999,66,0,0.059485129,4000.0,1,0,0,1,1.0
0,0.054765018,39,0,0.315265487,3615.0,7,0,1,0,2.0
1,0.218611666,34,0,0.488677581,10200.0,16,0,3,0,1.0
1,0.954523464,55,0,0.151988309,13000.0,6,1,0,0,1.0
0,0.31576917,33,0,0.287428667,11915.0,13,0,0,0,0.0
1,0.05957738,56,3,0.667954497,4658.0,16,0,3,0,0.0
1,0.9999999,51,0,0.095268542,6255.0,1,3,0,0,2.0
1,0.553778152,37,0,0.019583229,3982.0,1,2,0,1,2.0
0,0.16435476,52,0,0.610851809,3427.0,7,0,2,0,1.0
0,0.305488701,71,0,0.31478087,6000.0,13,0,3,0,0.0
0,0.451436954,39,0,0.208418056,4917.0,8,0,0,0,2.0
0,0.073041181,53,1,0.858650692,7010.0,20,0,1,0,0.0
1,0.974618639,53,1,0.430294595,4310.0,5,0,1,0,0.0
0,0.9999999,29,0,0.120722799,2600.0,1,1,0,0,0.0
1,0.993820429,34,0,0.693608152,4317.0,7,0,2,0,2.0
0,0.326973981,76,0,0.199520192,2500.0,3,0,0,0,1.0
0,0.00471549,65,0,0.001745755,6300.0,9,0,0,0,0.0
0,0.071415598,48,0,0.429357064,10000.0,15,0,2,0,0.0
1,0.0,60,2,0.588565416,2850.0,5,0,1,1,2.0
1,0.830845483,55,0,0.2909007,13000.0,22,0,2,0,0.0
0,0.158222616,46,0,0.356857523,5256.0,8,0,2,0,2.0
1,0.234341253,50,0,0.392521496,5000.0,13,0,2,0,1.0
0,0.853265398,37,1,0.195961809,6388.0,3,0,0,0,3.0
1,0.806896168,51,2,0.783546864,4448.0,15,0,1,0,2.0
0,0.002966568,72,0,0.01815065,9916.0,3,0,0,0,0.0
1,0.566200722,44,0,0.790549451,4549.0,7,0,3,0,1.0
1,0.355289421,56,3,0.612967724,3500.0,5,0,2,1,0.0
1,0.563502072,50,3,0.672297946,5208.0,8,1,1,0,0.0
1,0.441842805,25,1,0.202749141,3200.0,8,0,0,0,0.0
0,0.31324725,30,0,0.114670177,6836.0,5,0,0,0,1.0
0,0.014031805,89,0,0.006542526,1986.0,5,0,0,0,0.0
0,0.022616726,74,0,0.06718925,3571.0,10,0,0,0,0.0
1,0.930581346,56,1,0.065459347,5300.0,9,1,0,0,2.0
0,0.0,33,1,0.134105342,2676.0,2,0,0,0,3.0
0,0.358891129,40,0,0.306462358,7504.0,7,0,1,0,0.0
1,0.9999999,64,0,0.016720257,1554.0,1,1,0,0,0.0
0,0.611466988,61,0,0.274710293,4400.0,7,0,0,0,1.0
1,0.913362213,47,0,0.01975128,4100.0,2,1,0,0,0.0
1,0.9999999,37,0,0.0,1200.0,0,0,0,0,1.0
1,0.973675442,35,0,0.57987114,4500.0,5,0,2,0,1.0
1,0.476509863,42,0,0.705696619,7600.0,14,0,2,0,1.0
1,0.210251472,51,1,0.784920752,6750.0,10,2,4,1,2.0
0,0.284910943,70,0,0.276877274,3022.0,7,0,0,0,0.0
0,0.071267557,55,0,0.36854576,10128.0,6,0,2,0,1.0
1,0.9999999,32,3,0.813767091,2120.0,3,0,1,0,4.0
1,0.9999999,59,0,0.453566622,5200.0,2,1,1,0,0.0
1,0.9999999,32,0,0.003745318,3203.0,1,2,0,0,1.0
0,0.188090595,63,0,0.321279787,6000.0,3,0,2,0,6.0
0,0.018261272,73,0,0.133408853,11475.0,8,0,1,0,1.0
0,0.673921478,43,0,0.638815248,10938.0,26,0,2,0,3.0
1,0.528610354,33,1,0.20941487,4545.0,3,1,0,3,4.0
1,0.827283945,46,0,0.58060245,3020.0,5,0,2,0,3.0
1,0.909036051,37,0,0.900774806,4000.0,12,0,0,0,2.0
1,0.9999999,38,0,0.18832467,2500.0,1,0,0,0,0.0
1,0.9999999,59,2,0.65823061,9166.0,6,1,2,1,0.0
1,0.0,41,1,0.526684164,8000.0,4,1,2,1,1.0
0,0.0,38,0,0.476225311,4100.0,6,0,2,0,3.0
0,0.01066643,58,0,0.062144285,6500.0,4,0,1,0,0.0
1,0.361638362,33,0,0.002553105,9791.0,1,0,0,0,3.0
1,0.9999999,29,0,0.0,2100.0,0,2,0,0,2.0
0,0.151674924,46,0,0.284943011,5000.0,4,0,2,0,3.0
1,0.084895683,59,0,0.596420717,13186.0,18,0,4,0,1.0
1,0.79241517,45,0,0.333333333,3833.0,2,0,1,0,4.0
0,0.016953817,40,0,0.534900944,5400.0,12,0,2,0,2.0
1,0.329877908,48,0,0.402533374,13183.0,7,0,2,0,2.0
1,0.754212652,44,3,0.50498395,5918.0,11,0,2,0,2.0
1,0.2857568,47,2,0.135810698,6000.0,6,1,1,3,1.0
0,0.99560088,42,1,0.52124859,5317.0,5,0,1,0,1.0
0,0.028792654,40,1,0.715497652,6600.0,5,0,1,0,2.0
0,0.496371972,55,0,0.430957684,9877.0,14,0,2,0,0.0
1,0.604060914,39,0,0.147104367,3228.0,6,1,0,0,3.0
0,0.0,35,0,0.409759024,10000.0,5,0,1,0,1.0
0,0.324397038,40,0,0.071243299,5782.0,5,0,0,0,5.0
0,0.9999999,25,0,0.067017447,3610.0,2,0,0,0,0.0
1,0.9999999,47,1,0.803345573,2450.0,4,0,1,1,0.0
0,0.092863392,47,0,0.355528894,5000.0,7,0,1,0,3.0
1,0.863052782,59,2,0.390243902,1598.0,7,1,0,1,0.0
0,0.9999999,57,1,0.239964711,6800.0,3,2,1,0,1.0
0,0.02039179,57,0,0.016393443,8600.0,18,0,0,0,1.0
0,0.116796282,52,0,0.55368843,12972.0,31,0,3,0,0.0
1,0.48946316,34,0,0.326466916,1601.0,4,1,0,0,0.0
1,0.9999999,62,1,0.687565091,4800.0,5,2,2,1,2.0
0,0.063774943,39,0,0.68253666,5250.0,8,0,2,0,0.0
0,0.145689951,39,0,0.524337817,7210.0,22,0,4,0,3.0
0,0.052138202,53,1,0.305950204,7108.0,8,0,1,0,1.0
1,0.9999999,28,0,0.603132289,3000.0,6,1,0,0,2.0
0,0.640975449,50,0,0.3856024,6000.0,7,0,1,0,0.0
1,0.340559184,87,0,0.490961446,6250.0,20,0,2,0,0.0
0,0.645834545,46,0,0.224808624,6400.0,8,0,0,0,4.0
1,0.9999999,56,2,0.131934277,6146.0,6,1,0,1,0.0
1,0.9,62,6,0.374443207,7183.0,9,0,1,0,0.0
1,0.106627216,35,0,0.384661534,10000.0,7,0,2,0,2.0
1,0.048851418,53,0,0.030663746,10500.0,11,0,0,1,0.0
0,0.67179093,51,0,0.215956809,3333.0,4,0,1,0,2.0
0,0.344812264,36,0,0.141096734,6491.0,7,0,0,0,0.0
0,0.073133209,63,0,0.113777245,5000.0,13,0,0,0,1.0
1,0.9999999,60,98,0.0,931.0,0,98,0,98,0.0
0,0.067659149,55,0,0.235968538,7500.0,6,0,1,0,0.0
0,0.9999999,30,0,0.019396121,5000.0,1,1,0,0,1.0
1,0.0,51,0,0.029161806,6000.0,2,0,0,0,2.0
0,0.093439318,48,1,0.417143896,11000.0,26,0,1,0,1.0
0,0.994791182,46,0,0.519130783,7500.0,9,0,1,0,1.0
0,0.011729389,49,0,0.10431768,3172.0,11,1,0,0,0.0
1,0.865094997,55,0,0.586872133,8500.0,20,0,2,0,0.0
1,0.9999999,51,0,0.293369219,4086.0,7,2,0,0,0.0
0,0.002888675,63,0,0.414737736,4708.0,9,0,2,0,0.0
0,0.683132885,64,0,0.431646815,9150.0,9,0,1,0,0.0
0,0.497031436,32,0,0.341957387,8541.0,15,0,2,0,0.0
0,0.130554139,62,0,0.273026316,4255.0,13,0,0,0,0.0
1,0.333333333,33,1,0.125720877,2600.0,3,1,0,0,1.0
1,0.9999999,55,2,0.012121212,2639.0,0,1,0,0,1.0
0,0.483033932,32,1,0.253553416,2180.0,3,0,0,1,0.0
0,0.633749629,40,0,0.330283486,6666.0,7,0,1,0,3.0
0,0.34374721,61,0,0.176722752,9330.0,12,0,0,0,0.0
1,0.851005275,62,0,0.40008726,4583.0,7,0,1,0,0.0
0,0.037153873,77,0,0.021591363,2500.0,7,0,0,0,2.0
0,0.671197587,56,0,0.834532374,2640.0,10,0,2,0,1.0
1,0.025567776,46,2,0.412325892,5240.0,4,2,1,1,0.0
0,0.9999999,34,1,0.273956496,1700.0,1,1,0,0,4.0
1,0.9999999,53,1,0.523369158,4000.0,6,4,2,0,1.0
0,0.002259507,44,0,0.225248373,11675.0,10,0,1,0,2.0
0,0.09880443,70,0,0.104379124,5000.0,7,0,0,0,0.0
0,0.2656947,78,1,0.628474305,5000.0,13,1,2,0,1.0
0,0.9999999,31,2,0.531727652,4317.0,4,3,1,1,3.0
0,0.00818067,64,0,0.121234846,8000.0,18,0,1,0,0.0
0,0.184176237,47,0,0.843078461,2000.0,9,0,2,0,0.0
0,0.0706678,36,0,0.273267947,9583.0,7,0,2,0,0.0
1,0.754126846,47,0,0.065313779,5863.0,4,0,0,1,2.0
1,0.9999999,27,0,0.115247806,4216.0,2,0,0,1,0.0
0,0.642735726,79,0,0.139029689,1380.0,3,0,0,0,0.0
0,0.024954813,32,0,0.479507558,6416.0,11,0,1,0,0.0
0,0.104315947,24,0,0.042066629,7083.0,3,0,0,0,0.0
0,0.765418086,28,0,0.44486692,4733.0,8,0,1,0,0.0
0,0.179424041,33,0,0.371862616,4541.0,9,0,2,0,0.0
1,0.846794338,52,1,0.458304135,1426.0,8,1,0,0,4.0
0,0.167505415,52,1,0.331923715,12059.0,26,0,2,0,4.0
0,0.01284724,80,0,0.740086001,2092.0,12,0,2,0,0.0
0,0.396732127,50,0,0.606612601,8014.0,11,0,2,0,2.0
1,0.653056973,53,0,0.06841612,3200.0,6,0,0,0,0.0
1,0.9,62,6,0.374443207,7183.0,9,0,1,0,0.0
1,0.898550725,46,2,0.738793937,3100.0,17,0,1,0,2.0
0,0.12625538,78,0,0.00869913,10000.0,3,0,0,0,0.0
1,0.0,26,2,0.0,4000.0,1,0,0,0,0.0
1,0.971830986,35,0,0.330334833,2000.0,4,0,0,1,0.0
0,0.652797425,54,0,0.697064796,5416.0,7,0,1,0,1.0
0,0.103075337,45,0,0.106609531,7700.0,6,0,0,0,0.0
1,0.132347594,41,0,0.303194958,4600.0,7,0,0,0,1.0
0,0.344831896,64,0,0.289101338,2614.0,4,0,0,0,0.0
0,0.015661446,31,0,0.184245824,8200.0,9,0,1,0,0.0
0,0.449492435,45,0,0.38636909,12500.0,9,0,1,0,2.0
0,0.152923511,57,0,0.427769041,4450.0,19,0,1,0,0.0
1,0.987668722,39,5,0.691279186,5010.0,14,0,2,0,2.0
1,0.872340426,82,0,0.270494145,3500.0,5,0,0,0,0.0
1,0.9999999,61,1,0.177387362,3528.0,2,1,0,0,0.0
0,0.162119082,64,0,0.416800921,4344.0,12,0,1,0,1.0
0,0.002906159,62,0,0.304148088,7400.0,16,0,2,0,0.0
1,0.176401627,36,0,0.081654806,8290.0,8,0,0,0,2.0
1,0.9999999,47,0,0.022325709,7300.0,2,1,0,0,1.0
1,0.870532367,53,0,0.475634758,6340.0,5,0,2,0,3.0
1,0.9999999,45,0,0.006027273,13272.0,1,1,0,0,3.0
1,0.861962523,50,0,0.199013424,12365.0,16,1,0,0,2.0
1,0.9999999,30,98,0.0,5443.0,0,98,0,98,0.0
0,0.06488168,80,0,0.067443797,1200.0,3,0,0,0,0.0
1,0.9999999,35,0,0.822435513,5000.0,8,0,2,3,0.0
0,0.000679598,74,0,0.380987472,5427.0,13,0,2,0,0.0
1,0.814226925,46,0,0.529440389,4109.0,9,0,1,0,0.0
0,0.441358162,75,0,0.295857988,1013.0,5,0,0,0,0.0
1,0.966790514,53,2,0.873360363,4192.0,14,0,1,0,1.0
0,0.039317171,60,0,0.190212916,8500.0,17,0,1,0,1.0
0,0.04513975,40,0,0.268780348,3500.0,6,0,0,0,0.0
0,0.001876594,79,0,0.01332778,2400.0,10,0,0,0,0.0
0,0.259990406,30,1,0.737704918,2500.0,10,0,2,0,0.0
0,0.712165374,52,0,0.219445139,4000.0,13,0,0,0,0.0
1,0.9999999,64,0,0.280532939,1350.0,1,0,0,1,0.0
1,0.922155689,46,0,0.004331889,3000.0,1,0,0,0,2.0
1,0.200109574,60,1,0.540776896,4916.0,8,0,2,2,1.0
0,0.035643388,80,0,0.147693948,3750.0,7,0,1,0,1.0
1,0.771448514,33,0,0.266546691,5000.0,9,0,0,0,0.0
1,0.533716932,26,1,0.197786505,2800.0,5,0,0,0,0.0
0,0.900398406,33,1,0.314195417,3796.0,4,1,1,0,2.0
1,0.9999999,31,1,0.076015272,2880.0,4,1,0,1,0.0
1,0.973903387,29,3,0.16947001,3150.0,4,0,0,0,0.0
0,0.0,29,0,0.06508206,5300.0,3,0,0,0,0.0
0,0.013342809,71,0,0.318866479,3916.0,15,0,1,0,0.0
0,0.430015363,65,0,0.56355327,3500.0,10,0,1,0,1.0
1,0.988429398,41,0,0.384559623,8276.0,8,0,2,0,3.0
1,0.042004953,72,0,0.100071994,6944.0,8,0,0,0,0.0
1,0.170367107,45,0,0.346446425,4600.0,11,0,0,1,3.0
0,0.012511225,50,0,0.003870343,6200.0,5,0,0,0,1.0
1,0.9999999,27,0,0.081530782,600.0,2,0,0,2,1.0
1,0.643856921,28,1,0.896377422,2373.0,11,4,1,0,0.0
1,0.0,47,0,0.459967262,14050.0,14,0,4,2,0.0
0,0.0,59,0,0.593200716,9500.0,6,0,2,0,0.0
0,0.9999999,57,1,0.197750703,3200.0,2,0,0,0,2.0
0,0.0,59,0,0.013516309,14500.0,3,0,0,0,2.0
0,0.000860376,86,0,0.000170039,5880.0,9,0,0,0,0.0
1,0.903413822,59,1,0.031408308,986.0,3,1,0,0,0.0
0,0.106842089,49,0,0.785062367,6573.0,14,0,5,0,0.0
0,0.037219485,68,1,0.052194781,10000.0,9,0,1,0,0.0
1,0.493201795,48,1,0.578567268,8584.0,10,0,2,0,0.0
1,0.97420187,37,2,0.124652816,9000.0,8,2,1,2,2.0
0,0.025960358,39,0,0.001332889,3000.0,2,0,0,0,2.0
1,0.637450199,32,0,0.166731745,2560.0,2,1,0,0,0.0
1,0.762192246,41,3,0.521344866,7167.0,14,0,3,0,1.0
1,0.9999999,37,1,0.171622327,3833.0,6,0,0,1,2.0
1,0.109538131,39,1,0.334954604,3083.0,22,0,2,0,0.0
1,0.35832084,63,0,0.416804865,3617.0,6,0,1,0,0.0
1,0.522550544,28,1,0.345702749,5200.0,3,0,1,0,0.0
0,0.141995697,37,0,0.343184091,9000.0,10,0,2,0,1.0
1,0.144294381,60,0,0.044836563,3456.0,3,0,0,1,0.0
1,0.930043723,28,2,0.118529097,2800.0,4,0,0,2,0.0
0,0.9999999,33,0,0.115978913,5500.0,7,0,0,0,0.0
1,0.508081986,24,0,0.075770192,1200.0,1,0,0,0,0.0
0,0.363263674,34,0,0.565366972,2615.0,6,0,2,0,2.0
1,0.929691894,45,0,0.568288854,5095.0,7,0,3,0,2.0
1,0.393032419,37,0,0.268284462,8900.0,9,0,1,0,3.0
0,0.072892711,46,1,0.324279287,6000.0,6,0,1,0,2.0
0,0.280391712,37,0,0.301919882,10833.0,10,0,1,0,2.0
0,0.017954698,50,0,0.113681805,3500.0,4,0,0,1,1.0
0,0.209333025,51,0,0.085833254,10566.0,8,0,0,0,2.0
1,0.145230201,48,0,0.423934608,12600.0,19,0,2,1,1.0
1,0.9999999,58,0,0.0,3100.0,0,1,0,0,4.0
0,0.130557596,35,0,0.021075137,3273.0,7,0,0,0,3.0
0,0.012455368,68,0,0.006304657,4916.0,9,0,0,0,1.0
1,0.707292707,51,0,0.262245918,3000.0,3,0,0,0,0.0
0,0.346666458,53,0,0.528677706,4166.0,8,0,1,0,0.0
1,0.951973109,51,0,0.717832512,5074.0,9,0,2,0,0.0
0,0.029900741,30,0,0.116983288,7000.0,9,0,0,0,0.0
1,0.9999999,45,0,0.0,2000.0,0,3,0,0,0.0
1,0.9999999,33,0,0.0,1840.0,0,0,0,0,2.0
1,0.970149254,31,0,0.001249688,4000.0,1,0,0,0,0.0
0,0.318804164,45,0,0.147606549,8000.0,5,0,0,0,1.0
0,0.082062726,63,0,0.02191484,12000.0,6,0,0,0,0.0
0,0.938806119,29,0,0.678425726,4166.0,6,0,1,0,0.0
1,0.722346219,49,0,0.603189717,4200.0,14,0,1,0,1.0
1,0.9999999,45,0,0.00509704,5100.0,0,0,0,0,2.0
1,0.824691932,41,2,0.717588254,3200.0,5,0,1,0,3.0
1,0.748634386,30,3,0.200933631,4926.0,7,0,0,2,3.0
0,0.655083965,51,0,0.33952445,11144.0,16,0,1,0,2.0
0,6.38e-05,68,0,0.011509734,8166.0,13,0,0,0,2.0
1,0.325548857,49,0,0.480425979,6666.0,9,0,2,0,0.0
0,0.115507263,29,0,0.382769538,6000.0,6,0,1,0,1.0
0,0.021377714,75,0,0.646507267,2132.0,11,0,2,0,0.0
1,0.377238383,52,0,0.264315989,11088.0,15,0,2,0,1.0
1,0.83978373,52,0,0.377145249,7166.0,14,0,1,0,0.0
1,0.0,31,0,0.018490904,3352.0,2,0,0,0,1.0
0,0.050464985,67,0,0.318025617,3200.0,2,0,1,0,0.0
1,0.13306279,49,1,0.182881653,10257.0,9,0,2,0,3.0
0,0.127077055,37,1,0.27496072,7000.0,6,0,0,0,3.0
0,0.000671096,70,1,0.178549739,8232.0,9,0,1,0,0.0
0,0.132956425,48,0,0.630987182,4446.0,7,0,1,0,2.0
0,0.9999999,60,1,0.442231076,5772.0,8,0,2,0,0.0
0,0.05355258,84,0,0.023990404,2500.0,1,0,0,0,0.0
0,0.04479776,55,0,0.210147671,5281.0,6,0,1,0,0.0
0,0.290056815,57,0,0.489111032,2800.0,11,0,1,0,0.0
1,0.15115407,39,0,0.332695985,4706.0,7,0,0,0,0.0
1,0.876448126,26,6,0.293794995,2916.0,9,0,0,0,1.0
0,0.006084977,47,0,0.00119994,6666.0,6,0,0,0,3.0
0,0.242512625,47,0,0.679522318,5107.0,7,0,1,0,0.0
1,0.717487044,42,1,0.450539247,14000.0,8,0,2,0,3.0
0,0.168801446,47,0,0.502882014,8500.0,12,0,2,0,0.0
1,0.902791718,32,0,0.35394101,6000.0,15,0,0,0,0.0
1,0.0,86,1,0.082983403,5000.0,12,1,0,0,0.0
1,0.9999999,27,0,0.081530782,600.0,2,0,0,2,1.0
0,0.117350612,51,1,0.218077758,10133.0,8,0,2,0,2.0
1,0.980776624,31,2,0.133773245,5000.0,3,1,0,0,2.0
1,0.45020701,45,1,0.872130686,7100.0,15,0,3,0,0.0
0,0.023464572,63,0,0.149350649,1539.0,13,0,0,0,0.0
0,0.341886426,52,0,0.403316062,9649.0,14,0,2,0,0.0
1,0.639319138,63,0,0.704918033,2500.0,8,0,0,0,0.0
0,0.010570026,55,0,0.144714117,11000.0,14,0,1,0,3.0
1,0.75756061,40,3,0.524241933,6166.0,8,2,2,2,1.0
0,0.031631362,70,0,0.014990631,1600.0,8,0,0,0,0.0
1,0.9999999,23,0,0.081836327,500.0,0,1,0,0,0.0
0,0.018036365,50,0,0.343885687,12666.0,8,0,1,0,1.0
0,0.926409812,44,0,0.964150293,2900.0,5,0,1,0,3.0
0,0.302433234,63,0,0.087981599,8694.0,7,0,2,0,0.0
0,0.027593047,60,0,0.013710368,3500.0,4,0,0,0,0.0
1,0.67555272,34,2,0.119320076,9000.0,15,0,0,0,1.0
0,0.006461439,92,1,0.008142117,1350.0,6,0,0,0,0.0
1,0.539984348,31,0,0.52707152,10933.0,11,0,1,0,2.0
0,0.072870446,39,0,0.019724399,3700.0,4,0,0,0,0.0
1,0.959329602,69,1,0.926152138,1800.0,10,0,0,1,0.0
0,0.272887863,43,0,0.562238779,11005.0,22,0,2,0,1.0
1,0.990007138,26,1,0.459227468,1630.0,6,0,0,0,0.0
1,0.9999999,38,0,0.202499362,3920.0,7,1,0,1,1.0
0,0.30979409,57,0,0.488888889,12059.0,6,0,2,0,1.0
1,0.46638433,59,0,0.076713325,5500.0,12,0,0,0,0.0
1,0.91040823,56,3,0.180930842,8400.0,11,0,0,0,1.0
1,0.93681307,45,0,0.812784522,10543.0,31,0,2,0,0.0
0,0.9999999,54,0,0.24348447,2800.0,9,0,0,0,0.0
1,0.999821906,34,0,0.173669468,4283.0,3,0,1,0,2.0
1,0.655651902,31,0,0.482299042,2400.0,11,0,2,1,2.0
0,0.0,80,0,0.327883742,1100.0,5,0,0,0,0.0
1,0.965172471,32,0,0.764705882,1750.0,5,0,1,2,1.0
0,0.052905256,61,0,0.563718141,2000.0,3,0,1,0,1.0
1,0.942649683,61,0,0.338591424,4500.0,13,4,0,0,0.0
0,0.03206497,69,0,0.017208413,4706.0,8,0,0,0,0.0
0,0.059093757,77,0,0.01894685,4063.0,5,0,0,0,0.0
0,0.0,64,0,0.00790798,1390.0,17,0,0,0,0.0
0,0.9999999,28,1,0.221726794,4933.0,2,2,0,0,3.0
0,0.176703989,41,0,0.103203993,6210.0,9,0,0,0,0.0
0,0.740301293,52,0,0.27765237,3100.0,3,0,1,0,0.0
0,0.0,84,0,0.461154021,2200.0,12,0,1,0,0.0
1,0.87446505,24,0,0.241723923,1600.0,2,2,0,0,0.0
0,0.687181472,60,0,0.281084386,9811.0,6,0,2,0,2.0
0,0.986734218,56,0,0.576279952,5800.0,3,0,1,0,0.0
1,0.0,41,1,0.17487086,6581.0,9,0,1,1,0.0
0,0.853431046,70,0,0.281919452,3500.0,7,0,0,0,0.0
0,0.0,59,0,0.292220467,10758.0,8,0,3,0,3.0
0,0.547093227,49,1,0.462174941,5075.0,9,0,1,0,2.0
0,0.557797197,49,0,0.306792165,3930.0,7,0,0,0,0.0
1,0.439446367,33,2,0.142954083,4420.0,6,6,0,3,0.0
0,0.007611877,52,0,0.513497301,5000.0,7,0,2,0,0.0
0,0.052466598,34,0,0.462852988,8250.0,14,0,3,0,4.0
0,0.0,41,1,0.461446145,3332.0,10,0,1,0,1.0
0,0.0,69,0,0.000666603,10500.0,10,0,0,0,0.0
0,0.096932045,51,1,0.276679842,5312.0,5,0,1,0,1.0
1,0.9999999,42,98,0.0,3830.0,0,98,0,98,0.0
0,0.012913917,50,0,0.137160032,13640.0,7,0,3,0,0.0
0,0.016321977,56,0,0.009579342,2400.0,8,0,0,0,0.0
0,0.425203807,36,0,0.709304958,4416.0,9,0,1,0,0.0
0,0.055562802,41,0,0.259674033,10000.0,8,0,2,0,2.0
0,0.029881124,62,0,0.02997003,1000.0,9,0,0,0,0.0
1,0.30597719,55,0,0.728305148,8100.0,15,0,4,0,0.0
0,0.0,54,2,0.491357044,5032.0,7,0,1,0,2.0
1,0.9999999,44,1,0.604059376,3300.0,3,0,1,2,5.0
0,0.003736645,42,0,0.323334872,6500.0,5,0,1,0,0.0
0,0.122314954,66,0,0.095146527,13000.0,10,0,0,0,0.0
1,0.9999999,51,0,0.0,4028.0,0,0,0,0,3.0
0,0.062102199,62,0,0.254765225,2150.0,10,0,0,0,0.0
1,0.125267035,72,0,0.096627756,3083.0,6,0,0,1,0.0
1,0.84584021,26,1,0.354411397,4000.0,14,1,0,5,0.0
1,0.910738771,51,3,0.447592068,6000.0,13,0,0,0,0.0
0,0.779407353,35,0,0.209821429,3583.0,6,0,0,0,0.0
0,0.046867609,36,0,0.272411548,9213.0,11,0,1,0,1.0
1,0.9999999,46,0,0.427854938,5183.0,4,1,1,0,7.0
0,0.9999999,39,0,0.488173616,4100.0,4,0,2,0,2.0
